CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
710182383,Existing Customer,44,M,3,Uneducated,Divorced,$80K - $120K,Blue,13,4,2,3,17846.0,1568,16278.0,1.064,3626,77,0.878,0.088,0.00020424,0.9998
708500883,Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Silver,40,2,3,2,17812.0,0,17812.0,0.75,8379,106,0.606,0.0,0.00016711,0.99983
710260983,Existing Customer,51,F,4,Graduate,Divorced,Less than $40K,Blue,36,2,3,2,2984.0,2512,472.0,0.861,8296,91,0.685,0.842,0.00018864,0.99981
827051808,Attrited Customer,44,F,0,College,Married,Less than $40K,Blue,40,5,4,2,7499.0,1083,6416.0,0.716,2478,45,0.667,0.144,0.99452,0.00548
708161133,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21,5.1697e-05,0.99995
820593033,Existing Customer,43,F,2,Graduate,Single,$40K - $60K,Silver,39,3,1,2,18524.0,1736,16788.0,0.762,4496,64,0.882,0.094,4.9765e-05,0.99995
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,3,5,3,1594.0,1411,183.0,0.817,1459,35,1.188,0.885,0.00034447,0.99966
717384183,Existing Customer,58,F,3,Graduate,Single,Less than $40K,Blue,53,1,3,1,2669.0,2048,621.0,0.725,4863,79,1.135,0.767,0.00011256,0.99989
715839708,Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516.0,2452,32064.0,0.707,7111,82,0.608,0.071,0.00016883,0.99983
820288233,Existing Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,1438.3,0,1438.3,0.764,2731,39,0.5,0.0,0.00045531,0.99954
771099183,Existing Customer,37,F,2,Graduate,Single,Less than $40K,Blue,24,5,2,3,8444.0,1945,6499.0,0.703,2497,74,0.609,0.23,0.00019143,0.99981
715310208,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,3,1,11450.0,2129,9321.0,0.956,2197,45,0.957,0.186,0.00011574,0.99988
712716108,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785.0,2130,3655.0,0.813,7950,86,0.593,0.368,3.3214e-05,0.99997
711992133,Existing Customer,53,F,1,Uneducated,Married,Less than $40K,Blue,41,4,2,2,2596.0,868,1728.0,0.743,4801,72,0.714,0.334,0.00010985,0.99989
715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925.0,1445,6480.0,0.75,3815,65,0.806,0.182,0.00019296,0.99981
710869008,Existing Customer,47,F,3,Graduate,Single,Unknown,Blue,36,5,1,2,8332.0,0,8332.0,0.92,5108,78,1.0,0.0,5.7151e-05,0.99994
720718908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,36,5,1,3,26977.0,1961,25016.0,0.641,1958,41,1.05,0.073,9.8837e-05,0.9999
710656683,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,4,3,1,1986.0,1614,372.0,0.554,4442,64,0.73,0.813,0.00010943,0.99989
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.542,0.0,0.99129,0.00871
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720.0,793,21927.0,0.685,1102,27,0.286,0.035,0.00015871,0.99984
717985158,Existing Customer,47,M,2,Graduate,Unknown,$40K - $60K,Blue,37,3,3,1,2335.0,1373,962.0,0.876,4267,81,0.653,0.588,0.00010848,0.99989
815484783,Existing Customer,57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,3,8377.0,1211,7166.0,0.813,1797,44,1.2,0.145,0.00032257,0.99968
720062508,Attrited Customer,38,F,2,Unknown,Married,$40K - $60K,Blue,28,6,2,2,1628.0,0,1628.0,0.876,2527,41,0.64,0.0,0.99207,0.00793
788930358,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,28,2,2,2,2827.0,1896,931.0,0.739,3891,81,1.025,0.671,0.00011605,0.99988
713546883,Existing Customer,47,M,2,Graduate,Divorced,$60K - $80K,Blue,29,5,2,3,4786.0,1553,3233.0,0.61,5039,76,0.81,0.324,0.00019143,0.99981
713343333,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,29,4,3,4,6698.0,1327,5371.0,0.798,4065,77,0.711,0.198,0.00058851,0.99941
712960308,Existing Customer,33,F,2,High School,Single,Less than $40K,Blue,36,4,1,1,8070.0,2350,5720.0,1.03,2117,61,0.649,0.291,3.2288e-05,0.99997
711534183,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,36,4,2,4,28830.0,0,28830.0,0.786,3533,57,0.966,0.0,0.00031746,0.99968
721525758,Existing Customer,45,M,5,Doctorate,Married,$80K - $120K,Blue,35,2,2,2,2226.0,1229,997.0,0.784,4928,77,0.638,0.552,0.00017004,0.99983
789144633,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,2,2,9705.0,850,8855.0,0.481,2001,34,0.889,0.088,0.00010684,0.99989
713718558,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,37,6,2,5,2403.0,0,2403.0,0.727,3393,64,0.882,0.0,0.00058626,0.99941
819684183,Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,4,5,3,3492.0,1546,1946.0,1.135,3043,53,1.038,0.443,0.0003506,0.99965
714554808,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,3,0,2774.0,1362,1412.0,0.866,4802,91,0.685,0.491,6.2282e-05,0.99994
780713058,Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,35,4,3,3,14701.0,1635,13066.0,0.618,3490,69,0.533,0.111,0.00030516,0.99969
717783483,Existing Customer,47,F,5,Post-Graduate,Divorced,Less than $40K,Blue,30,4,1,2,5016.0,2286,2730.0,0.669,17038,122,0.649,0.456,6.6908e-05,0.99993
768141558,Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45,4,3,0,3272.0,1896,1376.0,0.725,4220,74,0.897,0.579,6.6941e-05,0.99993
721484283,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,36,4,2,1,3007.0,2517,490.0,0.733,4985,84,1.0,0.837,6.9242e-05,0.99993
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4,2,0,4830.0,1970,2860.0,0.799,4850,80,0.633,0.408,4.9404e-05,0.99995
708606633,Attrited Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,44,6,3,4,1544.0,0,1544.0,0.315,1902,35,0.4,0.0,0.99814,0.00186317
720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248.0,1242,14006.0,0.725,4758,83,0.456,0.081,2.8963e-05,0.99997
715076358,Attrited Customer,57,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,3,3,23714.0,0,23714.0,0.981,8463,62,0.824,0.0,0.99702,0.00298315
718792758,Existing Customer,35,F,4,Uneducated,Married,Unknown,Blue,25,2,3,2,3379.0,587,2792.0,0.67,5121,80,0.702,0.174,0.00019396,0.99981
788769783,Existing Customer,42,F,4,College,Divorced,Less than $40K,Blue,23,6,1,3,1878.0,1024,854.0,0.76,4707,74,0.897,0.545,9.4455e-05,0.99991
718270833,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,40,6,3,3,13991.0,1580,12411.0,0.864,4100,74,0.721,0.113,0.00033374,0.99967
820920408,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,48,3,2,2,3685.0,0,3685.0,0.762,4012,59,0.639,0.0,0.00011382,0.99989
780598383,Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,23,4,3,2,2148.0,1545,603.0,0.682,2167,65,0.512,0.719,0.00027008,0.99973
715680933,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,16279.0,0.803,3369,55,0.774,0.082,0.00030653,0.99969
709179708,Existing Customer,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,3,1,2,3099.0,0,3099.0,0.72,3622,75,0.667,0.0,5.5077e-05,0.99994
715675458,Existing Customer,51,M,1,High School,Unknown,$80K - $120K,Blue,41,6,1,2,6346.0,578,5768.0,0.55,3837,85,0.604,0.091,5.0256e-05,0.99995
794632308,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,25,5,3,2,28822.0,2517,26305.0,0.492,1504,35,0.296,0.087,0.00017045,0.99983
720605808,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,2,2,3,1438.3,0,1438.3,0.672,799,17,0.214,0.0,0.99447,0.00553
715187733,Existing Customer,26,F,1,Unknown,Single,Unknown,Blue,15,3,4,3,5464.0,0,5464.0,0.7,2473,46,0.484,0.0,0.00037718,0.99962
808284783,Existing Customer,62,F,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,7.7559e-06,0.99999
717202908,Existing Customer,39,M,5,College,Married,$80K - $120K,Blue,29,3,3,4,34198.0,1804,32394.0,0.934,4270,59,0.639,0.053,0.00051793,0.99948
711003483,Existing Customer,40,M,3,Unknown,Divorced,$60K - $80K,Blue,24,2,3,3,20466.0,1138,19328.0,0.868,15121,97,0.54,0.056,0.00034503,0.99965
718496283,Existing Customer,42,F,1,College,Single,Unknown,Silver,31,6,2,3,30770.0,2228,28542.0,0.712,15998,121,0.704,0.072,0.00015785,0.99984
714390858,Existing Customer,48,F,5,Unknown,Single,Unknown,Blue,36,4,2,3,7645.0,931,6714.0,0.894,5016,73,0.622,0.122,0.00021724,0.99978
806995683,Existing Customer,61,M,0,Doctorate,Single,$60K - $80K,Blue,56,4,1,3,4783.0,2517,2266.0,1.024,2870,50,1.174,0.526,0.00011504,0.99988
779557533,Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40,6,3,3,10260.0,942,9318.0,1.042,1566,50,0.562,0.092,0.00033411,0.99967
709708233,Attrited Customer,49,F,3,Doctorate,Married,Less than $40K,Blue,29,3,4,2,7066.0,0,7066.0,0.479,1695,38,0.31,0.0,0.99695,0.00305345
718311933,Attrited Customer,53,F,4,Doctorate,Married,Less than $40K,Blue,37,6,2,2,3719.0,2517,1202.0,0.666,2587,43,0.536,0.677,0.99425,0.00575
711542358,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,2,15987.0,1187,14800.0,0.597,7471,88,0.467,0.074,0.00021128,0.99979
757685733,Existing Customer,43,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,2,3226.0,2145,1081.0,0.644,5066,75,0.786,0.665,0.00011382,0.99989
714467733,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Silver,36,3,2,3,30428.0,1721,28707.0,0.717,4178,69,0.605,0.057,0.00017297,0.99983
711527508,Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,8583.0,0,8583.0,0.358,1794,31,0.292,0.0,0.99452,0.00548
816476658,Attrited Customer,54,F,2,Unknown,Married,Unknown,Blue,49,2,4,3,1812.0,1798,14.0,0.735,2921,44,0.692,0.992,0.99752,0.00248146
789173958,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,4,1,2,1438.3,877,561.3,0.743,4283,76,0.617,0.61,5.5077e-05,0.99994
817958733,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,37,6,1,1,5099.0,958,4141.0,0.607,4025,73,0.521,0.188,3.415e-05,0.99997
714909108,Existing Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,4838.0,1338,3500.0,0.707,2641,67,0.595,0.277,0.0003139,0.99969
818326083,Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438.3,886,552.3,0.822,4385,91,0.717,0.616,5.5559e-05,0.99994
709788783,Existing Customer,47,M,4,Unknown,Divorced,$40K - $60K,Blue,35,3,2,1,4907.0,773,4134.0,0.517,5088,71,0.651,0.158,7.9128e-05,0.99992
716089983,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,24,3,1,4,12050.0,1732,10318.0,0.804,2015,46,0.704,0.144,0.00013562,0.99986
709837308,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,19,6,1,2,7531.0,0,7531.0,1.007,3833,71,0.578,0.0,5.7151e-05,0.99994
754443033,Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,43,6,3,3,34516.0,432,34084.0,0.807,9045,72,1.0,0.013,0.99612,0.0038814
809959683,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,50,4,2,4,19159.0,2108,17051.0,0.69,1813,52,0.576,0.11,0.00031749,0.99968
720371733,Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue,47,5,3,2,2232.0,786,1446.0,0.435,1395,39,0.345,0.352,0.00015435,0.99985
708128733,Existing Customer,50,F,3,Post-Graduate,Single,Unknown,Blue,36,5,4,3,1814.0,0,1814.0,0.852,5014,99,0.623,0.0,0.00044634,0.99955
708504783,Existing Customer,47,M,3,Uneducated,Unknown,$40K - $60K,Blue,36,3,3,3,10960.0,1333,9627.0,0.678,3480,62,0.632,0.122,0.00032275,0.99968
803398983,Existing Customer,35,F,3,Unknown,Divorced,Less than $40K,Blue,29,4,2,3,1511.0,864,647.0,0.712,4823,64,0.829,0.572,0.00021834,0.99978
717748608,Attrited Customer,35,F,4,High School,Married,Less than $40K,Blue,24,3,2,4,1555.0,872,683.0,0.772,2252,51,0.645,0.561,0.99701,0.00299357
773383158,Existing Customer,29,F,1,College,Single,Less than $40K,Blue,23,4,3,4,4945.0,0,4945.0,1.033,2743,69,0.769,0.0,0.00047091,0.99953
815324433,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,41,6,3,1,1438.3,0,1438.3,0.921,4200,86,0.536,0.0,0.0001106,0.99989
719539458,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,41,5,3,3,3913.0,0,3913.0,0.722,5170,93,0.86,0.0,0.0003139,0.99969
798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516.0,1440,33076.0,1.117,1575,34,2.4,0.042,0.00015255,0.99985
780613758,Existing Customer,47,M,5,High School,Single,Less than $40K,Blue,35,4,3,5,4165.0,0,4165.0,0.813,17093,111,0.82,0.0,0.00089586,0.9991
714045783,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2,6,2547.0,1965,582.0,0.535,2160,46,0.353,0.771,0.99899,0.00100677
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,55,3,2,2,6099.0,2175,3924.0,0.582,1319,34,0.545,0.357,0.00011382,0.99989
721114458,Existing Customer,46,M,4,College,Single,$120K +,Blue,36,1,2,2,34516.0,585,33931.0,0.802,14319,96,0.655,0.017,0.00011605,0.99988
789925833,Existing Customer,50,F,2,High School,Married,Unknown,Blue,41,3,1,1,8159.0,2277,5882.0,0.749,4402,64,0.684,0.279,3.2288e-05,0.99997
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,6,2,2,23412.0,1078,22334.0,0.79,1786,50,0.786,0.046,0.00010684,0.99989
721258158,Existing Customer,65,F,1,Uneducated,Single,Unknown,Blue,51,3,3,5,11037.0,1491,9546.0,0.651,2429,63,0.75,0.135,0.00086149,0.99914
794475483,Existing Customer,44,M,4,Uneducated,Married,$80K - $120K,Silver,27,4,3,2,34516.0,1043,33473.0,0.69,4654,59,0.639,0.03,0.00017526,0.99982
716169258,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,3,4,7128.0,1560,5568.0,0.573,1468,44,0.76,0.219,0.00053272,0.99947
778436283,Existing Customer,41,M,4,High School,Single,Less than $40K,Blue,21,2,3,1,3429.0,1504,1925.0,0.601,4015,76,1.0,0.439,0.0001106,0.99989
765940683,Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue,30,5,2,2,11277.0,1747,9530.0,0.503,2033,56,0.867,0.155,0.00012144,0.99988
709166883,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,27,6,2,1,5363.0,0,5363.0,0.67,4121,78,0.625,0.0,7.3235e-05,0.99993
714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148,0.99432,0.00568
790186458,Existing Customer,45,M,3,Uneducated,Single,$80K - $120K,Blue,39,3,1,0,17996.0,864,17132.0,0.597,1589,30,0.667,0.048,2.1676e-05,0.99998
710175783,Existing Customer,45,F,3,High School,Single,Unknown,Blue,25,4,2,1,1986.0,1042,944.0,0.593,4303,59,0.788,0.525,6.9242e-05,0.99993
714449283,Existing Customer,44,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,1,3,1,25428.0,1528,23900.0,0.725,13360,97,0.796,0.06,0.00011697,0.99988
712104333,Existing Customer,57,F,2,Doctorate,Single,Less than $40K,Blue,44,2,2,3,9149.0,1254,7895.0,0.762,14401,100,0.754,0.137,0.00027701,0.99972
804658833,Existing Customer,53,F,3,Unknown,Married,Less than $40K,Blue,48,5,1,2,1657.0,0,1657.0,0.664,4068,73,0.622,0.0,6.282e-05,0.99994
709035708,Existing Customer,38,F,0,Unknown,Married,Less than $40K,Blue,36,4,2,3,1841.0,1246,595.0,0.759,1819,35,0.522,0.677,0.00018057,0.99982
720827133,Attrited Customer,43,F,3,Doctorate,Single,Less than $40K,Blue,30,1,2,2,6261.0,463,5798.0,0.889,8132,64,0.6,0.074,0.99418,0.00582
780198258,Existing Customer,46,M,4,College,Single,$120K +,Blue,36,5,2,1,7793.0,1705,6088.0,0.597,1099,39,0.696,0.219,6.9988e-05,0.99993
708244458,Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,35,3,3,2,2793.0,1517,1276.0,0.712,3485,72,0.895,0.543,0.00019771,0.9998
715599633,Existing Customer,51,M,1,College,Married,$80K - $120K,Silver,38,2,3,2,34516.0,0,34516.0,0.678,7686,89,0.618,0.0,0.00014832,0.99985
818007783,Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,44,6,2,3,2578.0,1590,988.0,0.657,4683,89,0.618,0.617,0.00019313,0.99981
719767683,Attrited Customer,46,M,0,College,Single,$80K - $120K,Blue,39,2,3,3,16983.0,0,16983.0,1.061,8526,79,0.837,0.0,0.99605,0.00394546
770938533,Existing Customer,45,M,1,College,Unknown,$120K +,Blue,32,3,1,3,3304.0,1370,1934.0,0.954,3914,70,0.667,0.415,8.4537e-05,0.99992
779783508,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,34,5,1,3,13129.0,901,12228.0,0.825,2564,56,0.474,0.069,9.2637e-05,0.99991
770647233,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,21,5,6,3,2157.0,1188,969.0,0.847,2111,59,0.639,0.551,0.00023216,0.99977
716439258,Existing Customer,32,M,3,Graduate,Married,$60K - $80K,Blue,36,1,1,1,3223.0,1413,1810.0,1.009,13648,103,0.635,0.438,3.4465e-05,0.99997
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,1,2,13873.0,0,13873.0,0.233,694,18,0.286,0.0,0.98535,0.01465
807173358,Existing Customer,56,F,0,Post-Graduate,Married,Less than $40K,Blue,51,4,2,3,3617.0,878,2739.0,0.777,5416,76,0.9,0.243,0.0001933,0.99981
715549158,Existing Customer,29,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,0,1438.3,0,1438.3,0.734,4769,84,0.826,0.0,3.941e-05,0.99996
779018508,Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318.0,2082,9236.0,0.733,7179,93,0.632,0.184,0.00012274,0.99988
708881583,Existing Customer,50,M,2,Uneducated,Married,$40K - $60K,Blue,43,1,3,1,12458.0,1332,11126.0,0.68,8752,95,0.863,0.107,0.00011153,0.99989
827901183,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,47,2,2,1,5118.0,980,4138.0,0.786,14593,109,0.627,0.191,6.864e-05,0.99993
789293358,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,4,7578.0,1794,5784.0,0.62,5328,78,0.625,0.237,0.00053543,0.99946
711683358,Attrited Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,3,4,3313.0,0,3313.0,0.561,2135,44,0.419,0.0,0.99808,0.00191647
712569408,Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,2,3,3455.0,1385,2070.0,0.773,4925,82,0.745,0.401,0.00029051,0.99971
714052158,Attrited Customer,49,M,2,High School,Married,$120K +,Blue,39,2,3,2,11714.0,949,10765.0,1.036,5366,68,0.659,0.081,0.99431,0.00569
715130808,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Silver,34,5,1,1,34516.0,1664,32852.0,0.73,4912,80,0.739,0.048,3.1141e-05,0.99997
719845908,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,36,2,1,3,3240.0,0,3240.0,0.812,4803,83,0.804,0.0,9.8837e-05,0.9999
798045708,Existing Customer,42,F,5,Graduate,Married,$40K - $60K,Blue,36,2,1,1,7434.0,0,7434.0,0.63,4182,76,1.171,0.0,3.429e-05,0.99997
713182458,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,43,3,1,2,16692.0,2446,14246.0,0.853,1288,29,0.45,0.147,5.6153e-05,0.99994
719784708,Existing Customer,49,M,0,Unknown,Married,$80K - $120K,Blue,36,1,2,1,26882.0,1673,25209.0,0.691,7409,89,0.534,0.062,6.4745e-05,0.99994
811111083,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,51,5,6,3,2863.0,2517,346.0,0.583,1458,39,0.696,0.879,0.00023216,0.99977
721045608,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,32,6,3,3,2943.0,2131,812.0,0.597,4554,75,0.562,0.724,0.00030516,0.99969
819202533,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,2,3,10378.0,1540,8838.0,0.547,1306,32,0.28,0.148,0.00026001,0.99974
717699408,Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,36,3,3,3,2886.0,2517,369.0,0.841,4884,89,0.618,0.872,0.0003139,0.99969
719868183,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,30,5,3,2,1456.0,0,1456.0,0.694,2843,42,0.5,0.0,0.99452,0.00548
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,3,2,3,34516.0,0,34516.0,0.448,1122,13,0.182,0.0,0.00017949,0.99982
721020858,Existing Customer,34,F,1,College,Single,Unknown,Blue,20,2,2,2,3190.0,1959,1231.0,0.622,4220,66,0.61,0.614,0.00010387,0.9999
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,34516.0,2517,31999.0,0.765,4228,83,0.596,0.073,0.00054115,0.99946
713455233,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,1,34516.0,1416,33100.0,0.491,4026,65,0.512,0.041,7.1226e-05,0.99993
789690483,Existing Customer,39,M,4,High School,Married,$80K - $120K,Blue,25,6,2,3,8208.0,0,8208.0,1.568,3135,39,1.167,0.0,0.00019517,0.9998
715057383,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,31,6,3,4,17126.0,1201,15925.0,0.802,3891,79,0.881,0.07,0.00053543,0.99946
770977833,Existing Customer,36,M,2,Graduate,Married,Less than $40K,Blue,23,2,2,3,3920.0,0,3920.0,0.813,16500,102,0.729,0.0,0.00019143,0.99981
709876008,Existing Customer,49,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,3414.0,1473,1941.0,0.597,1803,49,1.13,0.431,0.000109,0.99989
719592483,Existing Customer,43,F,5,Graduate,Single,Unknown,Blue,34,6,6,3,4607.0,2440,2167.0,0.646,4825,77,0.878,0.53,0.00024655,0.99975
805546308,Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,56,3,3,2,5951.0,2517,3434.0,0.787,4554,83,0.694,0.423,0.00015005,0.99985
716362008,Existing Customer,37,M,2,Doctorate,Married,$40K - $60K,Blue,29,3,3,2,1808.0,1009,799.0,0.796,1744,35,0.944,0.558,0.00026028,0.99974
712747758,Attrited Customer,50,F,4,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2477.0,0,2477.0,0.445,2037,43,0.387,0.0,0.99518,0.00481999
806407308,Attrited Customer,54,F,3,College,Single,Unknown,Blue,49,6,2,3,13184.0,0,13184.0,1.166,2047,33,0.179,0.0,0.99485,0.00515
824915208,Existing Customer,44,F,3,Doctorate,Married,Unknown,Blue,40,2,1,1,7212.0,1008,6204.0,0.727,5169,82,0.745,0.14,4.9875e-05,0.99995
712685733,Existing Customer,57,F,3,Unknown,Single,Unknown,Silver,36,6,3,2,34516.0,1698,32818.0,0.823,3498,68,0.619,0.049,0.00018538,0.99981
823878408,Existing Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,35,6,2,1,2981.0,757,2224.0,0.764,4824,76,0.81,0.254,7.1987e-05,0.99993
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1,0,9599.0,1554,8045.0,1.087,1154,38,1.235,0.162,2.1676e-05,0.99998
715102308,Existing Customer,50,F,2,Unknown,Married,$40K - $60K,Blue,36,5,1,2,2295.0,1277,1018.0,0.308,2245,47,0.679,0.556,6.054e-05,0.99994
803214108,Existing Customer,33,F,0,High School,Single,Unknown,Blue,27,6,1,1,2252.0,1826,426.0,0.716,5055,68,1.0,0.811,2.7707e-05,0.99997
789903708,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,6,3,2,4505.0,1562,2943.0,0.604,3968,68,0.619,0.347,0.00018494,0.99982
717348258,Existing Customer,33,M,1,Graduate,Married,$120K +,Blue,21,4,1,3,4459.0,1899,2560.0,1.349,2502,48,1.0,0.426,8.6952e-05,0.99991
779521533,Existing Customer,53,M,2,High School,Married,$120K +,Blue,36,5,3,3,3329.0,1092,2237.0,1.466,1978,33,0.833,0.328,0.00029408,0.99971
716471508,Existing Customer,54,M,2,Unknown,Single,$120K +,Blue,36,5,1,2,19865.0,0,19865.0,0.59,4350,83,0.766,0.0,6.054e-05,0.99994
720241758,Existing Customer,55,M,0,Doctorate,Married,$80K - $120K,Blue,36,3,1,3,8276.0,1671,6605.0,0.359,1409,25,0.25,0.202,0.00011504,0.99988
789530208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,2,2737.0,2517,220.0,0.533,1619,37,0.48,0.92,0.00011382,0.99989
770721858,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,56,3,2,5,3539.0,2517,1022.0,0.346,1463,31,0.632,0.711,0.00053033,0.99947
